Center Name,Legal Name,Building,Street,Borough,ZipCode,address,status,street,borough,zip,cb,cwz,latitude,longitude,bbl,Phone,Permit Number,Permit Expiration,Status,Age Range,Maximum Capacity,Day Care ID,Program Type,Facility Type,Child Care Type,Building Identification Number,URL,Date Permitted,Actual,Violation Rate Percent,Average Violation Rate Percent,Total Educational Workers,Average Total Educational Workers,Public Health Hazard Violation Rate,Average Public Health Hazard Violation Rate,Critical Violation Rate,Average Critical Violation Rate,index_age,indextype,index
HANSON PLACE SDA DAY CARE,HANSON PLACE SEVENTH DAY ADVENTIST ELEMENTARY SCHOOL,38,LAFAYETTE AVENUE,BROOKLYN,11217,"38 LAFAYETTE AVENUE,BROOKLYN 11217",OK,38 LAFAYETTE AVENUE,BROOKLYN,11217,302,BK2,40.686918,-73.977284,3021120027,718-625-3030,,1/23/2115,Active,3 YEARS - 5 YEARS,0,DC576,PRESCHOOL,SBCC,School Based Child Care,3059210,,,,50,45.1817,1,8.0094,0,23.3017,50,35.2291,8,4,136
HAPPY  BEES DAY CARE,HAPPY  BEES DAY CARE,21-60,33 STREET,QUEENS,11105,"21-60 33 STREET,QUEENS 11105",OK,21-60 33 STREET,QUEENS,11105,401,QN1,40.776144,-73.908681,4008310089,718-606-6663,59737,3/31/2024,Permitted,0 YEARS - 2 YEARS,33,DC22951,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,4016975,happybeesdaycare.com,3/31/2014,Y,0,17.4391,7,8.4034,0,4.9984,0,15.3835,6,2,34
HAPPY BEES DAY CARE,HAPPY BEES DAY CARE,21-60,33 STREET,QUEENS,11105,"21-60 33 STREET,QUEENS 11105",OK,21-60 33 STREET,QUEENS,11105,401,QN1,40.776144,-73.908681,4008310089,718-606-6663,59682,3/31/2024,Permitted,2 YEARS - 5 YEARS,14,DC24902,PRESCHOOL,GDC,Child Care - Pre School,4016975,happybeesdaycare.com,3/31/2014,Y,0,21.905,3,11.9769,0,6.1285,0,18.9541,5,1,17
HAPPY CATERPILLAR CLUBHOUSE,HAPPY CATERPILLAR CLUBHOUSE,67-52,79TH ST,QUEENS,11379,"67-52 79TH ST,QUEENS 11379",OK,67-52 79 STREET,QUEENS,11379,405,QN2,40.711721,-73.873496,4037780029,718-326-5437,103782,8/30/2024,Permitted,2 YEARS - 5 YEARS,48,DC34504,PRESCHOOL,GDC,Child Care - Pre School,4091601,happycaterpillarclubhouse.com,8/30/2016,Y,16.6667,21.905,10,11.9769,16.6667,6.1285,0,18.9541,5,1,17
HAPPY CATERPILLAR CLUBHOUSE,HAPPY CATERPILLAR CLUBHOUSE,67-52,79TH ST,QUEENS,11379,"67-52 79TH ST,QUEENS 11379",OK,67-52 79 STREET,QUEENS,11379,405,QN2,40.711721,-73.873496,4037780029,718-326-5437,103787,8/31/2024,Permitted,0 YEARS - 2 YEARS,17,DC34496,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,4091601,WWW.HAPPYCATERPILLARCLUBHOUSE.COM,8/31/2016,Y,20,17.4391,6,8.4034,0,4.9984,20,15.3835,6,2,34
HAPPY DAYS AT RIVERDALE,"RENANIM MANHATTAN, INC.",2975,INDEPENDENCE AVENUE,BRONX,10463,"2975 INDEPENDENCE AVENUE,BRONX 10463",OK,2975 INDEPENDENCE AVENUE,BRONX,10463,208,BX1,40.882892,-73.917344,2057500390,718-601-1300,87978,5/13/2023,Permitted,2 YEARS - 5 YEARS,45,DC32837,PRESCHOOL,GDC,Child Care - Pre School,2100381,renanimmanhattanpreschool.com,5/13/2015,Y,60,21.905,8,11.9769,20,6.1285,60,18.9541,5,1,17
HAPPY DRAGON  CHILDREN LEARNING CENTER,"HAPPY DRAGON OF USA, INC",98-25,HORACE HARDING EXPRESSWAY,QUEENS,11368,"98-25 HORACE HARDING EXPRESSWAY,QUEENS 11368",OK,98-25 HORACE HARDING EXPRESSWAY,QUEENS,11368,404,QN2,40.735687,-73.859814,4019180090,718-446-9021,7734,8/3/2023,Permitted,2 YEARS - 5 YEARS,150,DC11818,PRESCHOOL,GDC,Child Care - Pre School,4047330,,8/4/2005,Y,66.6667,21.905,21,11.9769,16.6667,6.1285,66.6667,18.9541,5,1,17
"HAPPY DRAGON OF NEW YORK, INC","HAPPY DRAGON OF NEW YORK, INC",86-02,57 AVENUE,QUEENS,11373,"86-02 57 AVENUE,QUEENS 11373",OK,86-02 57 AVENUE,QUEENS,11373,404,QN2,40.732554,-73.876202,4028700001,718-397-5733,6896,4/6/2025,Permitted,2 YEARS - 5 YEARS,55,DC3002,PRESCHOOL,GDC,Child Care - Pre School,4065133,,10/30/2000,Y,60,21.905,14,11.9769,20,6.1285,60,18.9541,5,1,17
"HAPPY DRAGON OF NEW YORK, INC.","HAPPY DRAGON OF NEW YORK, INC.",5805,7TH AVENUE,BROOKLYN,11220,"5805 7TH AVENUE,BROOKLYN 11220",OK,5805 7 AVENUE,BROOKLYN,11220,307,BK2,40.63786,-74.010669,3008587501,718-439-8816,8138,3/22/2024,Permitted,2 YEARS - 5 YEARS,135,DC20623,PRESCHOOL,GDC,Child Care - Pre School,3016180,,3/22/2010,Y,0,21.905,17,11.9769,0,6.1285,0,18.9541,5,1,17
"HAPPY DRAGON OF NEW YORK, INC.","HAPPY DRAGON OF NEW YORK, INC.",30-04,146 STREET,QUEENS,11354,"30-04 146 STREET,QUEENS 11354",OK,30-04 146 STREET,QUEENS,11354,407,QN3,40.770643,-73.82188,4047880044,718-271-5637,7298,4/8/2024,Permitted,2 YEARS - 5 YEARS,114,DC14149,PRESCHOOL,GDC,Child Care - Pre School,4108294,,4/16/2004,Y,50,21.905,32,11.9769,16.6667,6.1285,50,18.9541,5,1,17
HAPPY I  DAYCARE,"HAPPY I DAYCARE, INC.",48-06,212 STREET,QUEENS,11364,"48-06 212 STREET,QUEENS 11364",OK,48-06 212 STREET,QUEENS,11364,411,QN3,40.754907,-73.768885,4073700001,718-229-1910,8334,10/6/2024,Permitted,2 YEARS - 5 YEARS,26,DC20719,PRESCHOOL,GDC,Child Care - Pre School,4158309,,10/6/2010,Y,0,21.905,3,11.9769,0,6.1285,0,18.9541,5,1,17
HAPPY LITTLE BEAR DAY CARE LLC,HAPPY LITTLE BEAR DAY CARE LLC,94-25,57TH AVE,QUEENS,11373,"94-25 57TH AVE,QUEENS 11373",OK,94-25 57 AVENUE,QUEENS,11373,404,QN2,40.736318,-73.866997,4019020010,929-296-0087,104682,12/19/2024,Permitted,2 YEARS - 5 YEARS,29,DC37552,PRESCHOOL,GDC,Child Care - Pre School,4047077,,12/19/2018,Y,33.3333,21.905,6,11.9769,16.6667,6.1285,33.3333,18.9541,5,1,17
HAPPY MARYANN,MADISON POTENTIAL DEVELOPMENT INC.,132-18,41ST    AVENUE,QUEENS,11355,"132-18 41ST    AVENUE,QUEENS 11355",OK,132-18 41 AVENUE,QUEENS,11355,407,QN3,40.756492,-73.833273,4050397510,718-886-8266,18301,6/26/2024,Permitted,2 YEARS - 5 YEARS,108,DC22445,PRESCHOOL,GDC,Child Care - Pre School,4539426,,6/26/2012,Y,40,21.905,16,11.9769,20,6.1285,40,18.9541,5,1,17
HAPPY SCHOLARS,"HAPPY SCHOLARS, INC.",7806-08,NEW UTRECHT AVENUE,BROOKLYN,11214,"7806-08 NEW UTRECHT AVENUE,BROOKLYN 11214",OK,7806-08 NEW UTRECHT AVENUE,BROOKLYN,11214,311,BK4,40.613248,-74.000677,3062590037,718-256-0050,67778,6/24/2024,Permitted,2 YEARS - 5 YEARS,54,DC24981,PRESCHOOL,GDC,Child Care - Pre School,3162090,,6/24/2014,Y,20,21.905,9,11.9769,0,6.1285,20,18.9541,5,1,17
HARLEM GEMS UPK,HARLEM GEMS UPK,60,WEST 117 STREET,MANHATTAN,10026,"60 WEST 117 STREET,MANHATTAN 10026",OK,60 WEST  117 STREET,MANHATTAN,10026,110,MN7,40.802263,-73.948172,1016007501,212-369-3577,,1/1/1900,Active,3 YEARS - 5 YEARS,0,DC39923,PRESCHOOL,SBCC,School Based Child Care,1085936,,,,50,45.1817,0,8.0094,50,23.3017,50,35.2291,8,4,136
HARLEM HEBREW LANGUAGE ACADEMY CHARTER SCHOOL,HARLEM HEBREW LANGUAGE ACADEMY CHARTER SCHOOL ',147,ST NICHOLAS AVENUE,MANHATTAN,10026,"147 ST NICHOLAS AVENUE,MANHATTAN 10026",OK,147 ST NICHOLAS AVENUE,MANHATTAN,10026,110,MN7,40.804551,-73.95275,1019230049,212-866-4608,,1/1/1900,Active,3 YEARS - 5 YEARS,0,DC38204,PRESCHOOL,SBCC,School Based Child Care,1058397,,,,0,45.1817,0,8.0094,0,23.3017,0,35.2291,8,4,136
Harlem Link Preschool,HARLEM LINK CHARTER SCHOOL,20,WEST 112 STREET,MANHATTAN,10026,"20 WEST 112 STREET,MANHATTAN 10026",OK,20 WEST  112 STREET,MANHATTAN,10026,110,MN7,40.798511,-73.949251,1015950015,212-289-3249,,1/23/2115,Active,2 YEARS - 5 YEARS,0,DC33011,PRESCHOOL,SBCC,School Based Child Care,1051410,,,,50,45.1817,1,8.0094,0,23.3017,50,35.2291,5,4,24
HARLEM VILLAGE ACADEMY EAST CHARTER SCHOOL,LEADERSHIP VILLAGE ACADEMY CHARTER SCHOOL,2351,1 AVENUE,MANHATTAN,10035,"2351 1 AVENUE,MANHATTAN 10035",OK,2351 1 AVENUE,MANHATTAN,10035,111,MN6,40.798884,-73.933319,1017970100,646-812-9600,,1/1/1900,Active,3 YEARS - 5 YEARS,0,DC40140,PRESCHOOL,SBCC,School Based Child Care,1054786,,,,100,45.1817,0,8.0094,0,23.3017,100,35.2291,8,4,136
HARLEM VILLAGE ACADEMY WEST ELEMENTARY SCHOOL,EAST HARLEM VILLAGE ACADEMY CHARTER SCHOOL,74,WEST  124 STREET,MANHATTAN,10027,"74 WEST  124 STREET,MANHATTAN 10027",OK,74 WEST  124 STREET,MANHATTAN,10027,110,MN7,40.806719,-73.945105,1017210070,646-812-9700,,1/1/1900,Active,3 YEARS - 5 YEARS,0,DC40139,PRESCHOOL,SBCC,School Based Child Care,1053438,,,,0,45.1817,0,8.0094,0,23.3017,0,35.2291,8,4,136
HARLEM YMCA SUMMER DAY CAMP,Harlem YMCA,180,WEST  135 STREET,MANHATTAN,10030,"180 WEST  135 STREET,MANHATTAN 10030",OK,180 WEST  135 STREET,MANHATTAN,10030,110,MN7,40.815114,-73.943263,1019190053,212-912-2100,103656,9/15/2022,Expired-In Renewal,0 YEARS - 16 YEARS,250,DC34515,ALL AGE CAMP,Camp,Camp,1058250,www.ymcanyc.org/harlem,7/1/2016,Y,33.3333,26.8868,0,1,0,14.2558,33.3333,21.8553,7,3,68
HAWTHORNE CORNERS DAY CARE CENTER INC.,HAWTHORNE CORNERS DAY CARE CENTER INC.,1950,BEDFORD AVENUE,BROOKLYN,11225,"1950 BEDFORD AVENUE,BROOKLYN 11225",OK,1950 BEDFORD AVENUE,BROOKLYN,11225,309,BK3,40.65734,-73.956559,3050450051,718-282-7200,4235,4/3/2024,Permitted,2 YEARS - 5 YEARS,55,DC329,PRESCHOOL,GDC,Child Care - Pre School,3115676,,4/1/2004,N,50,21.905,9,11.9769,0,6.1285,50,18.9541,5,1,17
HEARTSHARE HUMAN SERVICES OF NEW YORK,HEARTSHARE HUMAN SERVICES OF NEW YORK,1825,BATH AVENUE,BROOKLYN,11214,"1825 BATH AVENUE,BROOKLYN 11214",OK,1825 BATH AVENUE,BROOKLYN,11214,311,BK4,40.603405,-74.005247,3064040029,718-238-4637,7860,3/24/2024,Permitted,2 YEARS - 5 YEARS,212,DC16968,PRESCHOOL,GDC,Child Care - Pre School,3336446,www.HeartShare.org,3/24/2008,Y,50,21.905,43,11.9769,25,6.1285,25,18.9541,5,1,17
HEARTSHARE HUMAN SERVICES OF NEW YORK,HEARTSHARE HUMAN SERVICES OF NEW YORK,115-15,101 AVENUE,QUEENS,11419,"115-15 101 AVENUE,QUEENS 11419",OK,115-15 101 AVENUE,QUEENS,11419,409,QN4,40.689069,-73.829133,4094170046,718-441-5333,4827,9/6/2023,Permitted,2 YEARS - 5 YEARS,121,DC11176,PRESCHOOL,GDC,Child Care - Pre School,4198275,,5/25/1989,Y,25,21.905,52,11.9769,0,6.1285,25,18.9541,5,1,17
HEARTSHARE HUMAN SERVICES OF NEW YORK,HEARTSHARE HUMAN SERVICES OF NEW YORK,82-12,151 AVENUE,QUEENS,11414,"82-12 151 AVENUE,QUEENS 11414",OK,82-12 151 AVENUE,QUEENS,11414,410,QN4,40.667615,-73.852384,4114290001,718-848-0300,7150,6/27/2023,Permitted,2 YEARS - 5 YEARS,241,DC1185,PRESCHOOL,GDC,Child Care - Pre School,4448909,HEARTSHARE.ORG,6/26/2003,N,40,21.905,52,11.9769,20,6.1285,40,18.9541,5,1,17
"HEAVEN'S TINY TOTS CHILD DEVELOPMENT CENTER, INC","HEAVEN'S TINY TOTS CHILD DEVELOPMENT CENTER, INC",2094,Frederick Douglas Boulevard,MANHATTAN,10026,"2094 Frederick Douglas Boulevard,MANHATTAN 10026",OK,2094 FREDERICK DOUGLAS BOULEVARD,MANHATTAN,10026,110,MN7,40.802689,-73.95662,1018297501,516-770-3866,105493,9/2/2023,Permitted,2 YEARS - 5 YEARS,72,DC38407,PRESCHOOL,GDC,Child Care - Pre School,1087078,,9/2/2021,Y,0,21.905,11,11.9769,0,6.1285,0,18.9541,5,1,17
"HEAVEN'S TINY TOTS EAST TREMONT CHILD DEVELOPMENT CENTER, INC.","HEAVEN'S TINY TOTS EAST TREMONT CHILD DEVELOPMENT CENTER, INC.",1932,BRYANT AVE,BRONX,10460,"1932 BRYANT AVE,BRONX 10460",OK,1932 BRYANT AVENUE,BRONX,10460,206,BX1,40.839984,-73.882236,2030057501,718-684-5512,105469,8/17/2023,Permitted,2 YEARS - 5 YEARS,73,DC39960,PRESCHOOL,GDC,Child Care - Pre School,2129026,,8/17/2021,Y,33.3333,21.905,5,11.9769,0,6.1285,33.3333,18.9541,5,1,17
HEAVEN'S TINY TOTS INC.,HEAVEN'S TINY TOTS INC.,2185,7  Avenue,MANHATTAN,10027,"2185 7  Avenue,MANHATTAN 10027",OK,2185 7 AVENUE,MANHATTAN,10027,110,MN7,40.81164,-73.946369,1019147503,646-476-9533,104381,4/16/2022,Expired-In Renewal,2 YEARS - 5 YEARS,48,DC35452,PRESCHOOL,GDC,Child Care - Pre School,1087836,,4/16/2018,Y,20,21.905,11,11.9769,0,6.1285,20,18.9541,5,1,17
HEBREW ACADEMY FOR SPECIAL CHILDREN,HEBREW ACADEMY FOR SPECIAL CHILDREN,1311,55 STREET,BROOKLYN,11219,"1311 55 STREET,BROOKLYN 11219",OK,1311 55 STREET,BROOKLYN,11219,312,BK4,40.631306,-73.994999,3056770066,718-851-6100,5584,2/16/2023,Expired-In Renewal,2 YEARS - 5 YEARS,66,DC14155,PRESCHOOL,GDC,Child Care - Pre School,3139448,HASC.net,2/19/2004,N,0,21.905,22,11.9769,0,6.1285,0,18.9541,5,1,17
Hebrew Educational Society of Brooklyn,Hebrew Educational Society of Brooklyn,9502,SEAVIEW AVENUE,BROOKLYN,11236,"9502 SEAVIEW AVENUE,BROOKLYN 11236",OK,9502 SEAVIEW AVENUE,BROOKLYN,11236,318,BK3,40.632808,-73.89122,3083180008,718-241-3000,2253,10/31/2024,Permitted,2 YEARS - 5 YEARS,111,DC14456,PRESCHOOL,GDC,Child Care - Pre School,3235056,THEHES.ORG,8/26/1989,Y,20,21.905,16,11.9769,20,6.1285,0,18.9541,5,1,17
HEBREW INSTITUTE FOR THE DEAF AND EXCEPTIONAL CHILDREN,HEBREW INSTITUTE FOR THE DEAF AND EXCEPTIONAL CHILDREN,1401,AVENUE I,BROOKLYN,11230,"1401 AVENUE I,BROOKLYN 11230",OK,1401 AVENUE I,BROOKLYN,11230,314,BK5,40.627493,-73.962638,3066980051,718-377-7507,2245,6/23/2023,Permitted,2 YEARS - 5 YEARS,148,DC112,PRESCHOOL,GDC,Child Care - Pre School,3179326,,2/27/2003,N,25,21.905,33,11.9769,25,6.1285,0,18.9541,5,1,17
Hebrew Institute for the Deaf and Exceptional Children,Hebrew Institute for the Deaf and Exceptional Children,1401,AVENUE I,BROOKLYN,11230,"1401 AVENUE I,BROOKLYN 11230",OK,1401 AVENUE I,BROOKLYN,11230,314,BK5,40.627493,-73.962638,3066980051,718-377-7507,5418,1/27/2024,Permitted,2 YEARS - 5 YEARS,52,DC14347,PRESCHOOL,GDC,Child Care - Pre School,3179326,,1/26/2004,N,0,21.905,8,11.9769,0,6.1285,0,18.9541,5,1,17
"HEBREW KINDERGARTEN & iNFANTS HOME, INC","HEBREW KINDERGARTEN & INFANTS HOME,INC",310,BEACH 20 STREET,QUEENS,11691,"310 BEACH 20 STREET,QUEENS 11691",OK,310 BEACH   20 STREET,QUEENS,11691,414,QN4,40.597521,-73.754248,4156360007,718-327-1141,2319,11/27/2023,Permitted,2 YEARS - 5 YEARS,90,DC2326,PRESCHOOL,GDC,Child Care - Pre School,4448978,,8/7/1980,Y,20,21.905,13,11.9769,0,6.1285,20,18.9541,5,1,17
HEBREW LANGUAGE ACADEMY CHARTER SCHOOL,HEBREW LANGUAGE ACADEMY CHARTER SCHOOL,2186,MILL AVENUE,BROOKLYN,11234,"2186 MILL AVENUE,BROOKLYN 11234",OK,2186 MILL AVENUE,BROOKLYN,11234,318,BK3,40.613859,-73.912141,3084707502,718-377-7200,,1/1/1900,Active,3 YEARS - 5 YEARS,0,DC41532,PRESCHOOL,SBCC,School Based Child Care,3332530,,,,,,0,8.0094,,,,,8,4,136
HELEN KELLER SERVICES FOR THE BLIND,"HELEN KELLER SERVICES FOR THE BLIND, INC.",180,Livingston Street,BROOKLYN,11201,"180 Livingston Street,BROOKLYN 11201",OK,180 LIVINGSTON STREET,BROOKLYN,11201,302,BK2,40.690052,-73.986838,3001647501,718-522-2122,104671,12/13/2020,Expired-In Renewal,2 YEARS - 5 YEARS,75,DC37177,PRESCHOOL,GDC,Child Care - Pre School,3000484,www.helenkeller.org,12/13/2018,Y,33.3333,21.905,17,11.9769,16.6667,6.1285,16.6667,18.9541,5,1,17
Hellenic Classical Charter School - Staten Island,HELLENIC CLASSICAL CHARTER SCHOOL - STATEN ISLAND,1641,RICHMOND AVENUE,STATEN ISLAND,10314,"1641 RICHMOND AVENUE,STATEN ISLAND 10314",OK,1641 RICHMOND AVENUE,STATEN IS,10314,502,SI1,40.608256,-74.162096,5015600015,718-499-0957,,1/1/1900,Active,3 YEARS - 5 YEARS,0,DC39830,PRESCHOOL,SBCC,School Based Child Care,5107219,,,,100,45.1817,0,8.0094,0,23.3017,100,35.2291,8,4,136
HELLENIC ORTHODOX COMMUNITY SAINT DEMETRIOS,HELLENIC ORTHODOX COMMUNITY OF ASTORIA ST. DEMETRIOS,30-11,30 DRIVE,QUEENS,11102,"30-11 30 DRIVE,QUEENS 11102",OK,30-11 30 DRIVE,QUEENS,11102,401,QN1,40.765527,-73.923356,4005930001,718-728-1754,,3/30/2117,Active,3 YEARS - 5 YEARS,0,DC33014,PRESCHOOL,SBCC,School Based Child Care,4441083,,,,0,45.1817,12,8.0094,0,23.3017,0,35.2291,8,4,136
HELPING  HAND ACADEMY,HELPING HANDS ACADEMY I,212-47,JAMAICA AVENUE,QUEENS,11428,"212-47 JAMAICA AVENUE,QUEENS 11428",OK,212-47 JAMAICA AVENUE,QUEENS,11428,413,QN4,40.716025,-73.745399,4106020034,718-776-7690,,6/4/2117,Active,3 YEARS - 5 YEARS,0,DC37033,PRESCHOOL,SBCC,School Based Child Care,4226132,,,,100,45.1817,3,8.0094,0,23.3017,100,35.2291,8,4,136
HELPING HAND ACADEMY,HELPING HAND ACADEMY,212-43,JAMAICA AVENUE,QUEENS,11428,"212-43 JAMAICA AVENUE,QUEENS 11428",OK,212-43 JAMAICA AVENUE,QUEENS,11428,413,QN4,40.716016,-73.745435,4106020034,718-776-7690,,1/1/1900,Active,3 YEARS - 5 YEARS,0,DC42244,PRESCHOOL,SBCC,School Based Child Care,4226132,,,,,,0,8.0094,,,,,8,4,136
HELPING HAND ACADEMY II,HELPING HAND ACADEMY II,188-32,JAMAICA AVENUE,QUEENS,11423,"188-32 JAMAICA AVENUE,QUEENS 11423",OK,188-32 JAMAICA AVENUE,QUEENS,11423,412,QN4,40.711418,-73.769991,4108160013,718-479-3124,,7/6/2117,Active,3 YEARS - 5 YEARS,0,DC36828,PRESCHOOL,SBCC,School Based Child Care,4231434,,,,100,45.1817,6,8.0094,100,23.3017,100,35.2291,8,4,136
HELPING HAND DAYCARE ANNEX 11 (Swing Space),HELPING HAND DAYCARE ANNEX 11,212-43,JAMAICA AVENUE,QUEENS,11428,"212-43 JAMAICA AVENUE,QUEENS 11428",OK,212-43 JAMAICA AVENUE,QUEENS,11428,413,QN4,40.716016,-73.745435,4106020034,718-776-7690,105905,5/11/2023,Permitted,0 YEARS - 2 YEARS,9,DC42199,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,4226132,,2/10/2023,Y,,,1,8.4034,,,,,6,2,34
HENRY STREET SETTLEMENT,Henry Street Settlement,301,HENRY STREET,MANHATTAN,10002,"301 HENRY STREET,MANHATTAN 10002",OK,301 HENRY STREET,MANHATTAN,10002,103,MN2,40.714065,-73.9827,1002880021,212-254-3100,2283,5/9/2024,Permitted,2 YEARS - 5 YEARS,111,DC3056,PRESCHOOL,GDC,Child Care - Pre School,1003737,www.henrystreet.org,5/22/2003,N,0,21.905,3,11.9769,0,6.1285,0,18.9541,5,1,17
HERBERT G. BIRCH EARLY CHILDHOOD CENTER,BIRCH FAMILY SERVICES,475,WEST 250 STREET,BRONX,10471,"475 WEST 250 STREET,BRONX 10471",OK,475 WEST  250 STREET,BRONX,10471,208,BX1,40.897519,-73.907089,2058334237,718-549-4753,5194,10/17/2024,Permitted,2 YEARS - 5 YEARS,75,DC1616,PRESCHOOL,GDC,Child Care - Pre School,2087589,www.birchfamilyservices.org,10/30/1986,Y,16.6667,21.905,18,11.9769,16.6667,6.1285,16.6667,18.9541,5,1,17
HERBERT G. BIRCH SERVICES,"HERBERT G. BIRCH SERVICES, INC.",24-Oct,49 AVENUE,QUEENS,11101,"45589 49 AVENUE,QUEENS 11101",REJECTED,,,,,,,,,718-786-1104,6700,12/4/2023,Permitted,2 YEARS - 5 YEARS,144,DC10244,PRESCHOOL,GDC,Child Care - Pre School,4436607,,12/1/2003,N,50,21.905,24,11.9769,0,6.1285,50,18.9541,5,1,17
Hewitt Summer Camp,Hewitt School,45,E 75TH ST,MANHATTAN,10021,"45 E 75TH ST,MANHATTAN 10021",OK,45 EAST   75 STREET,MANHATTAN,10021,108,MN6,40.773534,-73.963517,1013900028,212-994-2596,105659,9/15/2022,Expired-In Renewal,0 YEARS - 16 YEARS,0,DC41339,ALL AGE CAMP,Camp,Camp,1072055,,6/2/2022,Y,100,26.8868,0,1,100,14.2558,0,21.8553,7,3,68
HGE FIC F LLC,GUIDEPOST MONTESSORI AT EAST VILLAGE,1,AVENUE B,MANHATTAN,10009,"1 AVENUE B,MANHATTAN 10009",OK,1 AVENUE B,MANHATTAN,10009,103,MN2,40.72155,-73.983759,1003847503,332-910-8325,105914,1/1/1900,Active,3 YEARS - 5 YEARS,0,DC40911,PRESCHOOL,SBCC,School Based Child Care,1087568,,,,,,0,8.0094,,,,,8,4,136
HIGH DEFINITION KIDS DAY CARE CENTER LLC,HIGH DEFINITION KIDS DAY CARE CENTER LLC,1967,Bedford  Avenue,BROOKLYN,11225,"1967 Bedford  Avenue,BROOKLYN 11225",OK,1967 BEDFORD AVENUE,BROOKLYN,11225,309,BK3,40.65695,-73.956491,3050467501,718-240-9300,104843,5/31/2021,Expired-In Renewal,2 YEARS - 5 YEARS,60,DC37766,PRESCHOOL,GDC,Child Care - Pre School,3413814,,5/31/2019,Y,60,21.905,8,11.9769,20,6.1285,40,18.9541,5,1,17
HIGH FIVE CHILD CARE CENTER INC.,High Five Child Care Center Inc.,23-81,21st Street,QUEENS,11105,"23-81 21st Street,QUEENS 11105",OK,23-81 21 STREET,QUEENS,11105,401,QN1,40.776916,-73.92114,4008767501,917-674-9670,105783,8/15/2024,Permitted,0 YEARS - 2 YEARS,20,DC40886,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,4019321,,8/15/2022,Y,0,17.4391,1,8.4034,0,4.9984,0,15.3835,6,2,34
HIGH FIVE CHILD CARE CENTER INC.,High Five Child Care Center Inc.,23-81,21st Street,QUEENS,11105,"23-81 21st Street,QUEENS 11105",OK,23-81 21 STREET,QUEENS,11105,401,QN1,40.776916,-73.92114,4008767501,917-674-9670,105775,8/11/2024,Permitted,2 YEARS - 5 YEARS,27,DC40885,PRESCHOOL,GDC,Child Care - Pre School,4019321,,8/11/2022,Y,0,21.905,2,11.9769,0,6.1285,0,18.9541,5,1,17
High Five Daycare Inc.,High Five Daycare Inc.,50-08,39 STREET,QUEENS,11104,"50-08 39 STREET,QUEENS 11104",OK,50-08 39 STREET,QUEENS,11104,402,QN1,40.737967,-73.927375,4002127501,718-954-3402,105076,10/22/2023,Permitted,2 YEARS - 5 YEARS,11,DC38351,PRESCHOOL,GDC,Child Care - Pre School,4003087,highfivedaycare.com,10/22/2019,Y,25,21.905,4,11.9769,0,6.1285,25,18.9541,5,1,17
High Five Daycare Inc.,High Five Daycare Inc.,50-08,39 STREET,QUEENS,11104,"50-08 39 STREET,QUEENS 11104",OK,50-08 39 STREET,QUEENS,11104,402,QN1,40.737967,-73.927375,4002127501,718-954-3402,105077,10/22/2023,Permitted,0 YEARS - 2 YEARS,28,DC38206,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,4003087,highfivedaycare.com,10/22/2019,Y,0,17.4391,6,8.4034,0,4.9984,0,15.3835,6,2,34
HIGH FIVE EARLY CHILDHOOD CENTER INC.,HIGH FIVE EARLY CHILDHOOD CENTER INC.,50-11,QUEENS BOULEVARD,QUEENS,11377,"50-11 QUEENS BOULEVARD,QUEENS 11377",OK,50-11 QUEENS BOULEVARD,QUEENS,11377,402,QN1,40.742717,-73.914775,4013190021,718-954-3402,105887,12/28/2024,Permitted,0 YEARS - 2 YEARS,48,DC40875,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,4000000,,12/28/2022,Y,0,17.4391,9,8.4034,0,4.9984,0,15.3835,6,2,34
HIGH FIVE EARLY CHILDHOOD CENTER INC.,High Five Early Childhood Center Inc.,50-11,QUEENS BOULEVARD,QUEENS,11377,"50-11 QUEENS BOULEVARD,QUEENS 11377",OK,50-11 QUEENS BOULEVARD,QUEENS,11377,402,QN1,40.742717,-73.914775,4013190021,718-954-3402,105888,12/29/2024,Permitted,2 YEARS - 5 YEARS,60,DC40874,PRESCHOOL,GDC,Child Care - Pre School,4000000,,12/29/2022,Y,100,21.905,7,11.9769,0,6.1285,100,18.9541,5,1,17
"HIGH HOPES OF STATEN ISLAND, INC","HIGH HOPES OF STATEN ISLAND, INC",1298,WOODROW ROAD,STATEN ISLAND,10309,"1298 WOODROW ROAD,STATEN ISLAND 10309",OK,1298 WOODROW ROAD,STATEN IS,10309,503,SI1,40.541633,-74.20847,5069340101,718-317-8143,8071,9/8/2023,Permitted,0 YEARS - 2 YEARS,16,DC20136,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,5085132,HIGHHOPESCHILDCARE.COM,9/8/2009,Y,0,17.4391,6,8.4034,0,4.9984,0,15.3835,6,2,34
